State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier
Gujarat,13.62,Hero,Xtreme 160R,"? 1,37,787.00",2022,731,Petrol,44.1,Third,2023,Expired,Individual,"? 1,09,513.60",Tier 3
Punjab,7.10,Yamaha,Fascino 125,"? 90,877.00",2015,509,Hybrid,81.94,Third,2017,Not Available,Individual,"? 52,873.65",Metro
Delhi,10.78,KTM,250 Duke,"? 2,16,556.00",2017,405,Petrol,40.12,Second,2018,Expired,Dealer,"? 1,35,005.97",Metro
Rajasthan,17.27,Honda,Activa,"? 1,12,460.00",2019,775,Hybrid,64.34,Third,2020,Active,Dealer,"? 64,270.79",Metro
Karnataka,21.15,KTM,Duke 200,"? 2,09,554.00",2015,254,Hybrid,71.53,First,2015,Not Available,Dealer,"? 1,44,561.57",Tier 1
Uttar Pradesh,28.51,Bajaj,Pulsar 150,"? 3,42,794.00",2018,424,Electric,72.16,First,2018,Expired,Individual,"? 1,65,488.97",Tier 2
Maharashtra,49.59,Bajaj,CT 100,"? 3,59,641.00",2015,953,Petrol,35.94,Third,2021,Not Available,Dealer,"? 1,76,119.75",Tier 1
Rajasthan,64.64,Bajaj,Platina 110,"? 2,92,591.00",2024,625,Electric,73.34,Second,2024,Active,Dealer,"? 1,30,298.13",Tier 2
Uttar Pradesh,22.47,Kawasaki,Z650,"? 1,87,167.00",2022,774,Electric,74.55,Second,2024,Active,Individual,"? 1,01,135.57",Tier 1
Delhi,35.36,Bajaj,Avenger 220,"? 2,50,100.00",2019,246,Hybrid,64.79,First,2019,Expired,Dealer,"? 1,83,381.09",Tier 2
West Bengal,49.35,Kawasaki,Vulcan S,"? 59,188.00",2020,346,Petrol,27.38,Second,2021,Active,Individual,"? 25,108.09",Tier 3
West Bengal,61.88,Royal Enfield,Classic 350,"? 3,13,394.00",2018,790,Hybrid,83.21,Second,2018,Not Available,Dealer,"? 1,49,252.21",Tier 1
Madhya Pradesh,49.18,Yamaha,MT-15,"? 1,65,430.00",2023,918,Petrol,41.69,Third,2024,Active,Dealer,"? 1,25,664.50",Tier 1
Madhya Pradesh,24.11,Royal Enfield,Meteor 350,"? 1,97,458.00",2020,697,Hybrid,85.76,Third,2022,Active,Individual,"? 1,13,700.29",Tier 2
Punjab,11.48,KTM,125 Duke,"? 2,95,110.00",2019,344,Hybrid,88.74,Third,2019,Not Available,Individual,"? 1,98,024.61",Metro
Gujarat,18.48,Royal Enfield,Interceptor 650,"? 54,449.00",2021,203,Hybrid,80.63,Third,2021,Active,Individual,"? 23,782.70",Metro
Punjab,26.81,Yamaha,R15 V4,"? 3,27,249.00",2022,408,Electric,70.5,First,2022,Active,Dealer,"? 1,34,081.48",Tier 2
Gujarat,59.63,Bajaj,Pulsar 150,"? 1,88,591.00",2022,806,Electric,73.52,First,2022,Not Available,Individual,"? 1,07,083.73",Metro
Maharashtra,20.89,Kawasaki,Z650,"? 1,24,405.00",2024,265,Hybrid,74.82,Third,2024,Not Available,Dealer,"? 78,764.25",Tier 2
Uttar Pradesh,52.81,Hero,Xtreme 160R,"? 1,70,406.00",2022,809,Hybrid,64.19,Second,2023,Active,Individual,"? 88,432.05",Tier 1
Maharashtra,53.42,Kawasaki,Vulcan S,"? 1,12,633.00",2023,766,Hybrid,63.81,Third,2023,Active,Dealer,"? 57,409.05",Tier 3
Rajasthan,76.24,Bajaj,Avenger 220,"? 2,17,964.00",2023,599,Electric,73.32,Third,2023,Expired,Dealer,"? 1,74,078.64",Metro
Punjab,24.20,Honda,Activa,"? 1,12,406.00",2017,283,Petrol,39.19,Third,2022,Not Available,Individual,"? 71,753.59",Tier 1
Punjab,20.03,Royal Enfield,Interceptor 650,"? 3,78,483.00",2023,102,Hybrid,67.07,Second,2023,Not Available,Dealer,"? 2,84,595.32",Tier 3
Rajasthan,8.82,Kawasaki,Ninja 300,"? 57,447.00",2017,884,Hybrid,84.55,Second,2024,Not Available,Individual,"? 27,689.19",Tier 2
Gujarat,48.38,KTM,250 Duke,"? 84,505.00",2019,280,Electric,73.75,Third,2019,Not Available,Individual,"? 56,595.99",Tier 2
West Bengal,7.44,TVS,Sport,"? 73,899.00",2015,664,Hybrid,61.63,Third,2016,Expired,Individual,"? 43,468.39",Tier 3
Gujarat,15.96,Hero,Passion Pro,"? 2,68,913.00",2022,602,Hybrid,85.39,Third,2022,Not Available,Individual,"? 1,71,870.04",Metro
Karnataka,52.93,Honda,Activa,"? 1,88,838.00",2023,194,Hybrid,78.83,Third,2023,Active,Dealer,"? 1,06,336.33",Tier 1
Tamil Nadu,46.43,KTM,125 Duke,"? 1,69,646.00",2017,831,Petrol,49.33,Second,2024,Not Available,Dealer,"? 1,07,066.35",Metro
Gujarat,13.79,Yamaha,MT-15,"? 3,16,395.00",2020,542,Electric,98.41,Third,2021,Active,Individual,"? 1,43,080.03",Tier 3
Maharashtra,56.89,Yamaha,FZ V3,"? 2,13,563.00",2022,203,Electric,65.22,First,2022,Not Available,Individual,"? 1,24,666.45",Metro
Rajasthan,39.63,KTM,250 Duke,"? 1,28,348.00",2021,464,Electric,98.91,First,2021,Expired,Individual,"? 56,661.23",Metro
Rajasthan,46.06,Honda,CBR 650R,"? 3,47,482.00",2021,463,Hybrid,60.52,Third,2023,Expired,Dealer,"? 2,47,940.74",Tier 3
Delhi,34.24,TVS,Apache RTR 160,"? 2,22,522.00",2016,169,Electric,68,First,2016,Not Available,Individual,"? 1,29,701.12",Tier 2
Tamil Nadu,14.44,Honda,Dio,"? 98,697.00",2017,412,Electric,83.28,First,2017,Not Available,Individual,"? 44,486.85",Tier 1
Punjab,60.24,Yamaha,FZ V3,"? 2,86,185.00",2022,829,Hybrid,95.91,Third,2022,Expired,Individual,"? 1,70,608.14",Tier 2
Uttar Pradesh,63.26,KTM,250 Duke,"? 1,32,330.00",2022,667,Electric,76.85,Second,2022,Active,Individual,"? 92,238.92",Tier 2
Rajasthan,37.08,Bajaj,Dominar 400,"? 3,46,932.00",2016,838,Electric,75.09,Third,2017,Expired,Dealer,"? 2,39,745.10",Tier 2
Madhya Pradesh,65.74,Hero,Passion Pro,"? 3,62,429.00",2016,981,Electric,75.27,First,2016,Not Available,Dealer,"? 1,78,888.24",Tier 2
Rajasthan,60.70,Royal Enfield,Hunter 350,"? 3,70,244.00",2015,876,Electric,96.2,First,2015,Active,Dealer,"? 2,06,655.54",Tier 2
Maharashtra,65.87,Hero,Xtreme 160R,"? 2,03,238.00",2020,922,Electric,62.21,Second,2022,Not Available,Dealer,"? 97,152.68",Tier 3
Maharashtra,79.28,Yamaha,R15 V4,"? 1,08,993.00",2022,119,Electric,90.19,First,2022,Active,Individual,"? 66,327.64",Tier 1
Tamil Nadu,11.69,Kawasaki,Z650,"? 2,18,144.00",2023,319,Hybrid,70.75,First,2023,Active,Individual,"? 1,51,384.10",Tier 2
Delhi,73.69,Hero,Xtreme 160R,"? 1,53,058.00",2023,661,Electric,91.47,First,2023,Active,Dealer,"? 61,607.42",Tier 3
Rajasthan,55.77,Royal Enfield,Interceptor 650,"? 2,33,042.00",2021,292,Electric,65.22,Third,2023,Not Available,Individual,"? 1,63,665.44",Metro
Rajasthan,18.70,Royal Enfield,Classic 350,"? 3,47,597.00",2018,1000,Hybrid,69.99,First,2018,Active,Dealer,"? 1,55,550.71",Tier 2
Karnataka,59.67,Bajaj,CT 100,"? 2,28,259.00",2020,880,Petrol,56.82,Second,2021,Expired,Individual,"? 1,06,903.99",Tier 3
Gujarat,53.35,Royal Enfield,Classic 350,"? 3,12,290.00",2022,531,Hybrid,64.52,First,2022,Not Available,Individual,"? 2,10,885.21",Metro
Gujarat,30.07,Honda,Shine,"? 58,725.00",2015,903,Electric,95.45,Third,2019,Expired,Individual,"? 40,507.88",Tier 2
Maharashtra,34.12,Bajaj,Avenger 220,"? 1,16,973.00",2017,701,Electric,74,First,2017,Expired,Individual,"? 87,893.72",Metro
Madhya Pradesh,60.36,Bajaj,Avenger 220,"? 3,38,124.00",2021,854,Hybrid,67.18,Second,2022,Not Available,Dealer,"? 2,66,201.55",Metro
Punjab,62.02,Honda,Dio,"? 3,27,874.00",2023,176,Hybrid,78.48,Second,2023,Active,Dealer,"? 1,31,663.19",Tier 2
Rajasthan,35.37,Kawasaki,Z650,"? 1,08,012.00",2015,748,Petrol,56.3,Second,2024,Expired,Individual,"? 69,418.31",Tier 2
Rajasthan,63.04,Honda,Dio,"? 2,53,319.00",2022,173,Petrol,26.89,Third,2023,Not Available,Dealer,"? 1,40,046.49",Tier 2
Gujarat,51.07,Royal Enfield,Classic 350,"? 1,95,294.00",2015,336,Electric,67.16,Second,2022,Active,Individual,"? 1,07,470.45",Tier 3
Rajasthan,76.21,Honda,CBR 650R,"? 2,30,294.00",2016,258,Petrol,49.04,Third,2020,Expired,Individual,"? 1,02,445.24",Tier 2
Punjab,45.71,TVS,Sport,"? 2,81,824.00",2020,933,Hybrid,71.34,First,2020,Expired,Dealer,"? 1,75,956.02",Tier 1
Gujarat,70.29,Hero,Xtreme 160R,"? 1,49,990.00",2020,121,Electric,92.83,Third,2021,Expired,Individual,"? 1,07,244.60",Metro
West Bengal,33.11,Bajaj,Avenger 220,"? 2,50,603.00",2021,503,Electric,64.6,Third,2023,Expired,Individual,"? 1,93,007.47",Metro
West Bengal,35.18,Hero,Passion Pro,"? 1,39,932.00",2024,330,Hybrid,71.72,First,2024,Not Available,Individual,"? 58,765.87",Tier 3
Madhya Pradesh,24.55,TVS,Ronin,"? 2,64,644.00",2019,319,Petrol,31.07,Third,2019,Expired,Individual,"? 1,55,547.53",Metro
Rajasthan,29.48,Hero,Passion Pro,"? 3,29,829.00",2016,115,Electric,99.21,Second,2017,Expired,Dealer,"? 1,40,912.80",Metro
Gujarat,32.72,Yamaha,Ray ZR,"? 2,30,101.00",2018,997,Electric,99.04,First,2018,Expired,Dealer,"? 96,313.30",Metro
Madhya Pradesh,33.14,Hero,Splendor Plus,"? 1,23,444.00",2017,731,Electric,98.27,Second,2018,Active,Dealer,"? 91,047.67",Tier 1
Punjab,57.50,Royal Enfield,Classic 350,"? 50,074.00",2022,378,Electric,69.7,Second,2023,Not Available,Dealer,"? 21,360.26",Tier 3
Madhya Pradesh,68.02,Yamaha,Ray ZR,"? 55,191.00",2021,325,Hybrid,94.68,Third,2022,Expired,Individual,"? 26,893.77",Tier 2
Tamil Nadu,27.99,Kawasaki,Vulcan S,"? 1,64,523.00",2017,183,Petrol,40.25,Third,2020,Not Available,Dealer,"? 96,811.28",Tier 1
Gujarat,72.84,KTM,Duke 200,"? 55,020.00",2018,951,Electric,86.22,Third,2023,Expired,Dealer,"? 40,277.24",Tier 1
Tamil Nadu,46.14,TVS,Jupiter,"? 1,47,730.00",2021,894,Hybrid,69.95,First,2021,Active,Individual,"? 70,198.01",Tier 1
West Bengal,53.90,Honda,Unicorn,"? 3,47,678.00",2023,180,Hybrid,77.01,First,2023,Expired,Dealer,"? 1,89,765.86",Tier 2
Uttar Pradesh,7.53,Honda,Shine,"? 95,453.00",2016,294,Hybrid,82.74,Third,2024,Expired,Individual,"? 68,691.42",Tier 1
Madhya Pradesh,47.76,TVS,NTorq 125,"? 3,66,633.00",2018,611,Electric,86.29,Third,2022,Not Available,Individual,"? 2,13,215.74",Metro
Tamil Nadu,52.25,TVS,Sport,"? 3,39,930.00",2018,599,Hybrid,98.64,First,2018,Not Available,Individual,"? 2,08,795.33",Tier 2
Tamil Nadu,22.70,Royal Enfield,Hunter 350,"? 3,78,224.00",2023,515,Petrol,39.57,Third,2024,Not Available,Dealer,"? 1,68,213.93",Tier 1
Karnataka,46.26,Honda,CBR 650R,"? 3,82,183.00",2021,118,Petrol,51.81,Third,2021,Active,Dealer,"? 2,11,052.44",Metro
Rajasthan,7.22,TVS,Sport,"? 57,393.00",2017,301,Electric,76.78,Second,2021,Active,Individual,"? 23,870.33",Tier 2
Tamil Nadu,65.99,Kawasaki,Z650,"? 2,61,464.00",2024,819,Electric,67.79,Second,2024,Expired,Dealer,"? 1,26,039.31",Tier 2
Maharashtra,12.41,Bajaj,CT 100,"? 2,18,135.00",2017,495,Petrol,58.84,First,2017,Expired,Dealer,"? 1,44,779.50",Tier 2
Rajasthan,76.93,Hero,Glamour,"? 2,32,644.00",2020,820,Hybrid,86.1,Second,2024,Not Available,Individual,"? 1,00,729.95",Metro
Delhi,7.47,Kawasaki,Ninja 400,"? 3,28,987.00",2024,271,Petrol,32.11,Third,2024,Expired,Individual,"? 1,62,784.55",Tier 1
Rajasthan,63.89,Royal Enfield,Himalayan,"? 3,59,878.00",2017,174,Hybrid,60.87,First,2017,Expired,Dealer,"? 1,61,340.16",Tier 3
Rajasthan,8.18,Royal Enfield,Interceptor 650,"? 2,22,887.00",2023,103,Petrol,42.12,First,2023,Not Available,Individual,"? 1,37,282.69",Tier 3
West Bengal,37.76,Hero,Xtreme 160R,"? 1,63,952.00",2016,227,Electric,96.12,First,2016,Not Available,Individual,"? 1,20,058.88",Tier 3
Punjab,18.13,KTM,390 Adventure,"? 2,04,721.00",2022,921,Hybrid,86.24,Third,2022,Not Available,Dealer,"? 1,14,843.62",Tier 3
West Bengal,44.56,Kawasaki,Ninja 300,"? 3,54,260.00",2018,951,Petrol,53.74,First,2018,Active,Dealer,"? 2,14,348.10",Metro
Tamil Nadu,27.86,Hero,Xtreme 160R,"? 1,60,545.00",2020,435,Hybrid,84.37,Second,2022,Active,Individual,"? 96,228.39",Tier 2
Madhya Pradesh,6.52,Kawasaki,Z650,"? 61,575.00",2023,211,Electric,66.23,Third,2023,Not Available,Individual,"? 28,786.06",Tier 1
Karnataka,69.15,Kawasaki,Z650,"? 3,90,640.00",2015,628,Electric,71.3,Third,2023,Not Available,Dealer,"? 2,94,864.49",Tier 3
Tamil Nadu,64.43,Bajaj,Avenger 220,"? 2,06,465.00",2017,751,Electric,88.04,Second,2018,Expired,Individual,"? 1,08,931.27",Tier 2
Tamil Nadu,40.26,TVS,Sport,"? 2,60,418.00",2017,236,Hybrid,97.73,Second,2022,Not Available,Individual,"? 1,51,691.23",Tier 3
Gujarat,44.19,Royal Enfield,Classic 350,"? 2,01,636.00",2019,203,Hybrid,95.32,Third,2023,Active,Individual,"? 1,53,627.48",Metro
Uttar Pradesh,43.06,TVS,Apache RTR 160,"? 56,090.00",2022,491,Hybrid,85.95,First,2022,Expired,Dealer,"? 39,218.96",Tier 1
Tamil Nadu,56.72,Honda,Shine,"? 1,72,833.00",2015,761,Electric,60.13,Second,2022,Active,Dealer,"? 1,05,912.21",Tier 2
Karnataka,30.46,Hero,HF Deluxe,"? 3,56,765.00",2022,537,Electric,93.46,First,2022,Not Available,Individual,"? 2,26,092.38",Tier 3
Karnataka,29.66,KTM,250 Duke,"? 1,62,227.00",2020,690,Hybrid,76.29,Second,2024,Active,Individual,"? 72,526.09",Metro
Rajasthan,27.36,Honda,CBR 650R,"? 1,67,067.00",2020,911,Electric,73.83,Third,2021,Expired,Dealer,"? 1,00,210.43",Tier 2
Punjab,53.21,Hero,Glamour,"? 3,23,121.00",2018,484,Electric,99.72,First,2018,Not Available,Dealer,"? 1,35,073.78",Tier 1
Delhi,53.50,Honda,Shine,"? 1,81,515.00",2018,317,Petrol,51.77,Second,2019,Active,Dealer,"? 1,09,900.66",Tier 3
Delhi,34.05,Hero,HF Deluxe,"? 2,09,798.00",2021,343,Petrol,40.28,Third,2022,Not Available,Dealer,"? 1,08,434.39",Tier 1
Delhi,54.87,Hero,HF Deluxe,"? 1,49,728.00",2023,644,Electric,80.9,First,2023,Not Available,Dealer,"? 74,701.67",Metro
Maharashtra,78.64,Yamaha,R15 V4,"? 2,22,985.00",2019,189,Electric,83.47,Third,2024,Expired,Individual,"? 1,11,949.62",Tier 1
Maharashtra,22.07,TVS,Apache RTR 160,"? 2,09,473.00",2023,502,Hybrid,97.4,Second,2024,Expired,Dealer,"? 1,48,933.22",Tier 3
Maharashtra,41.72,Royal Enfield,Classic 350,"? 3,61,027.00",2016,567,Petrol,26.14,First,2016,Not Available,Dealer,"? 2,42,545.43",Tier 1
Delhi,47.49,Kawasaki,Vulcan S,"? 3,63,447.00",2021,380,Petrol,59.72,First,2021,Active,Individual,"? 2,69,149.56",Tier 2
Uttar Pradesh,47.96,KTM,RC 390,"? 54,699.00",2021,501,Petrol,35.71,Second,2024,Not Available,Individual,"? 38,361.68",Tier 3
Delhi,42.08,TVS,Jupiter,"? 1,59,013.00",2020,873,Electric,81.91,Third,2022,Not Available,Individual,"? 79,585.27",Tier 2
Tamil Nadu,34.26,Royal Enfield,Classic 350,"? 1,73,583.00",2018,401,Electric,92.28,Second,2022,Not Available,Dealer,"? 96,795.69",Tier 3
Maharashtra,50.06,KTM,125 Duke,"? 1,98,063.00",2024,741,Electric,77.44,First,2024,Expired,Individual,"? 1,05,793.81",Metro
West Bengal,40.54,TVS,Ronin,"? 3,62,011.00",2023,889,Electric,89.41,First,2023,Active,Individual,"? 2,81,966.68",Tier 3
Rajasthan,79.42,Yamaha,MT-15,"? 3,28,197.00",2023,286,Electric,92.52,Second,2023,Active,Dealer,"? 2,36,564.02",Tier 1
Rajasthan,32.66,Yamaha,R15 V4,"? 1,05,484.00",2024,268,Hybrid,70.93,Third,2024,Active,Individual,"? 63,332.74",Metro
Maharashtra,10.72,TVS,Jupiter,"? 1,71,945.00",2015,403,Electric,95.85,First,2015,Active,Individual,"? 1,28,007.09",Tier 3
Gujarat,35.74,Yamaha,Fascino 125,"? 2,55,418.00",2023,623,Petrol,46.29,First,2023,Active,Individual,"? 1,54,299.34",Tier 2
Punjab,64.72,Honda,Shine,"? 2,40,593.00",2019,358,Petrol,41.44,Second,2022,Expired,Dealer,"? 1,40,392.64",Tier 3
Punjab,73.45,Kawasaki,Ninja 400,"? 1,30,712.00",2017,648,Hybrid,82.14,Second,2019,Not Available,Dealer,"? 97,534.24",Metro
Punjab,42.18,KTM,250 Duke,"? 1,03,552.00",2018,580,Hybrid,90.41,Third,2022,Active,Dealer,"? 42,920.79",Metro
Karnataka,54.84,Royal Enfield,Himalayan,"? 1,56,623.00",2022,519,Electric,80.11,Second,2022,Expired,Individual,"? 85,731.86",Tier 3
Punjab,15.58,Honda,CBR 650R,"? 2,71,375.00",2022,336,Hybrid,82.92,Second,2022,Not Available,Dealer,"? 1,37,974.23",Tier 1
Karnataka,33.44,Yamaha,Ray ZR,"? 1,52,292.00",2024,117,Petrol,30.53,Third,2024,Active,Dealer,"? 1,10,686.93",Metro
Punjab,59.47,KTM,250 Duke,"? 1,31,849.00",2016,386,Petrol,39.26,Second,2021,Expired,Dealer,"? 72,486.41",Tier 3
Gujarat,49.46,Kawasaki,Ninja 400,"? 2,09,473.00",2023,246,Hybrid,63.09,First,2023,Not Available,Dealer,"? 86,434.47",Tier 2
Maharashtra,36.06,KTM,Duke 200,"? 1,10,805.00",2020,495,Petrol,40.17,First,2020,Active,Dealer,"? 65,940.99",Tier 1
Delhi,20.66,KTM,125 Duke,"? 2,71,569.00",2015,670,Hybrid,88.96,Third,2016,Not Available,Individual,"? 1,22,079.40",Tier 2
Madhya Pradesh,41.32,Royal Enfield,Himalayan,"? 3,85,666.00",2019,784,Electric,95.04,Second,2024,Not Available,Individual,"? 2,01,479.45",Metro
Maharashtra,57.00,Kawasaki,Ninja 400,"? 2,75,434.00",2019,615,Petrol,56.24,Third,2024,Active,Individual,"? 1,72,761.43",Metro
Gujarat,70.73,Kawasaki,Z650,"? 1,70,476.00",2024,499,Electric,73.85,First,2024,Active,Dealer,"? 69,028.20",Tier 3
Maharashtra,52.94,Yamaha,R15 V4,"? 2,92,630.00",2018,194,Electric,76.8,Second,2021,Active,Dealer,"? 1,58,106.42",Tier 1
Rajasthan,15.12,Kawasaki,Versys 650,"? 1,42,557.00",2023,215,Petrol,39.9,Second,2023,Active,Dealer,"? 74,995.88",Metro
Uttar Pradesh,52.55,Kawasaki,Vulcan S,"? 3,71,448.00",2017,199,Hybrid,82.74,First,2017,Active,Individual,"? 2,51,991.90",Tier 3
Uttar Pradesh,79.07,Honda,Dio,"? 3,22,611.00",2017,312,Electric,86.57,First,2017,Not Available,Dealer,"? 2,31,075.66",Tier 3
Rajasthan,51.82,KTM,250 Duke,"? 3,70,282.00",2020,356,Petrol,54.02,First,2020,Not Available,Individual,"? 2,61,381.73",Metro
Maharashtra,42.27,Bajaj,Dominar 400,"? 91,160.00",2022,266,Hybrid,76.48,Second,2024,Active,Individual,"? 68,559.15",Tier 1
Tamil Nadu,57.03,TVS,Ronin,"? 53,180.00",2019,925,Petrol,40.06,Second,2023,Expired,Dealer,"? 37,228.82",Tier 3
Rajasthan,73.56,Hero,Splendor Plus,"? 2,00,518.00",2022,892,Electric,96.81,Third,2022,Active,Individual,"? 1,23,431.61",Tier 2
Delhi,10.10,Hero,HF Deluxe,"? 3,44,387.00",2022,333,Petrol,31.41,Third,2024,Expired,Dealer,"? 2,65,311.71",Tier 3
Delhi,24.11,Yamaha,Fascino 125,"? 1,45,242.00",2022,626,Hybrid,78.15,Second,2024,Not Available,Individual,"? 1,15,455.20",Tier 3
Delhi,63.77,Yamaha,MT-15,"? 2,18,887.00",2018,785,Electric,86.45,Second,2018,Active,Individual,"? 1,24,168.39",Metro
Uttar Pradesh,35.75,Bajaj,CT 100,"? 3,42,355.00",2024,888,Hybrid,62.77,Second,2024,Not Available,Dealer,"? 1,50,976.97",Tier 3
Rajasthan,62.53,Yamaha,MT-15,"? 1,71,420.00",2015,190,Petrol,58.83,Second,2018,Expired,Dealer,"? 1,21,371.01",Tier 1
Madhya Pradesh,66.86,Hero,Xtreme 160R,"? 3,98,114.00",2016,521,Electric,80.34,Second,2018,Not Available,Individual,"? 3,02,590.61",Tier 1
Madhya Pradesh,75.75,Hero,HF Deluxe,"? 1,35,913.00",2021,597,Electric,82.06,Third,2023,Expired,Individual,"? 72,906.34",Tier 2
Madhya Pradesh,51.60,Bajaj,Platina 110,"? 2,25,943.00",2024,105,Electric,75.38,Second,2024,Active,Dealer,"? 1,29,464.34",Tier 1
Madhya Pradesh,75.72,TVS,NTorq 125,"? 2,08,277.00",2024,431,Hybrid,67.33,Third,2024,Not Available,Individual,"? 93,682.76",Metro
Tamil Nadu,43.95,TVS,Sport,"? 3,53,089.00",2017,576,Hybrid,97.43,Third,2018,Expired,Individual,"? 1,42,140.50",Tier 1
Delhi,75.35,TVS,Ronin,"? 1,69,295.00",2024,495,Hybrid,86.52,Second,2024,Active,Dealer,"? 1,11,197.11",Metro
Uttar Pradesh,8.03,Kawasaki,Versys 650,"? 2,63,907.00",2020,797,Hybrid,75.21,Second,2022,Expired,Dealer,"? 1,65,190.41",Tier 3
Karnataka,14.66,KTM,RC 390,"? 3,70,986.00",2023,288,Petrol,44.65,Second,2024,Expired,Individual,"? 1,88,082.12",Tier 2
Karnataka,20.25,Honda,Dio,"? 2,53,160.00",2023,926,Petrol,48.36,First,2023,Active,Individual,"? 1,55,007.94",Metro
Tamil Nadu,61.06,Bajaj,Platina 110,"? 3,31,587.00",2024,223,Hybrid,65.96,First,2024,Expired,Individual,"? 1,95,844.69",Tier 3
Madhya Pradesh,59.66,Bajaj,Pulsar 150,"? 3,56,144.00",2015,449,Hybrid,74.66,Second,2020,Expired,Individual,"? 2,37,620.23",Metro
Karnataka,71.16,KTM,390 Adventure,"? 3,00,904.00",2015,294,Hybrid,70.51,Second,2018,Active,Individual,"? 1,93,819.85",Tier 2
Karnataka,11.18,TVS,Ronin,"? 2,22,357.00",2018,287,Petrol,43.54,Second,2021,Not Available,Individual,"? 1,43,902.00",Tier 1
Uttar Pradesh,61.43,TVS,Apache RTR 160,"? 2,18,406.00",2018,361,Petrol,43.2,First,2018,Active,Dealer,"? 1,05,367.04",Metro
Gujarat,64.38,Hero,Xtreme 160R,"? 1,18,213.00",2022,784,Hybrid,77.17,Third,2023,Not Available,Dealer,"? 54,569.86",Metro
Rajasthan,76.79,KTM,390 Adventure,"? 3,69,006.00",2021,612,Electric,88.72,Second,2022,Active,Individual,"? 1,60,797.26",Metro
Punjab,58.07,Hero,Passion Pro,"? 3,13,975.00",2015,361,Petrol,35.71,First,2015,Expired,Individual,"? 1,86,325.87",Tier 2
Madhya Pradesh,63.88,Hero,Splendor Plus,"? 1,91,695.00",2019,716,Petrol,59.91,Second,2023,Not Available,Dealer,"? 1,10,814.32",Tier 1
Rajasthan,71.83,KTM,RC 390,"? 3,44,896.00",2019,858,Hybrid,90.78,Second,2022,Not Available,Individual,"? 2,75,429.67",Metro
Gujarat,69.34,Kawasaki,Versys 650,"? 2,02,981.00",2020,119,Petrol,39.29,Third,2022,Expired,Individual,"? 1,47,068.50",Tier 3
Karnataka,57.41,Bajaj,Pulsar 150,"? 1,88,041.00",2017,108,Electric,79.86,First,2017,Expired,Dealer,"? 1,43,971.04",Tier 2
Madhya Pradesh,49.38,Bajaj,Pulsar 150,"? 3,23,423.00",2019,254,Petrol,44.54,Third,2020,Not Available,Dealer,"? 1,47,927.15",Metro
Punjab,55.80,TVS,Jupiter,"? 1,52,438.00",2022,542,Electric,88.38,Second,2023,Active,Individual,"? 1,18,606.81",Tier 1
Karnataka,41.17,Bajaj,Avenger 220,"? 1,11,375.00",2022,256,Petrol,54.78,Third,2023,Not Available,Individual,"? 57,908.05",Tier 1
Tamil Nadu,35.71,Honda,Unicorn,"? 3,46,978.00",2016,465,Hybrid,83.32,First,2016,Not Available,Individual,"? 1,54,404.07",Tier 3
Punjab,34.78,Kawasaki,Ninja 400,"? 68,970.00",2024,953,Petrol,43.45,First,2024,Active,Dealer,"? 47,517.09",Metro
Maharashtra,53.60,Yamaha,Fascino 125,"? 2,32,920.00",2023,830,Electric,96.9,Second,2024,Active,Dealer,"? 1,38,782.04",Tier 2
Punjab,50.97,KTM,390 Adventure,"? 1,55,121.00",2024,607,Hybrid,77.38,Second,2024,Expired,Dealer,"? 1,20,119.62",Tier 3
Rajasthan,70.61,Kawasaki,Vulcan S,"? 92,224.00",2019,258,Electric,69.61,First,2019,Active,Individual,"? 42,400.63",Tier 3
West Bengal,52.23,TVS,NTorq 125,"? 1,07,850.00",2020,109,Electric,79.37,Second,2024,Active,Individual,"? 81,194.34",Tier 2
Gujarat,67.01,KTM,390 Adventure,"? 2,47,194.00",2024,962,Hybrid,93.13,First,2024,Expired,Individual,"? 1,44,959.51",Tier 2
West Bengal,11.11,KTM,Duke 200,"? 1,42,516.00",2023,348,Electric,87.72,First,2023,Not Available,Dealer,"? 1,13,601.70",Tier 2
Gujarat,71.00,Royal Enfield,Interceptor 650,"? 2,83,009.00",2023,161,Petrol,29.68,Third,2024,Not Available,Individual,"? 2,07,806.27",Tier 3
Gujarat,71.54,Kawasaki,Ninja 400,"? 2,49,448.00",2016,699,Petrol,26.67,Second,2020,Not Available,Dealer,"? 1,30,250.08",Tier 2
Maharashtra,47.34,Kawasaki,Ninja 300,"? 1,07,272.00",2022,203,Hybrid,72.67,First,2022,Not Available,Individual,"? 60,192.26",Tier 2
Uttar Pradesh,62.90,TVS,Sport,"? 1,59,546.00",2015,486,Petrol,51.78,Third,2021,Active,Individual,"? 83,638.23",Tier 3
Rajasthan,29.86,Kawasaki,Z650,"? 75,904.00",2023,937,Petrol,37.87,Third,2024,Active,Dealer,"? 33,510.60",Metro
Rajasthan,67.27,Bajaj,CT 100,"? 1,20,436.00",2023,772,Electric,78.12,First,2023,Active,Individual,"? 93,693.59",Metro
Tamil Nadu,54.66,Royal Enfield,Meteor 350,"? 2,21,205.00",2022,809,Electric,87.33,Third,2022,Not Available,Dealer,"? 1,56,561.17",Tier 1
